 srcIp, dstIp, ipProto, srcPort, dstPort,srcMac, dstMac, ethType, protocol
192.168.1.1,192.168.1.239,17,53,32919,0,0,2,2
192.168.1.1,192.168.1.239,17,53,32944,0,0,2,2
192.168.1.1,192.168.1.239,17,53,32945,0,0,2,2
192.168.1.1,192.168.1.239,17,53,32947,0,0,2,2
192.168.1.1,192.168.1.239,17,53,32948,0,0,2,2
192.168.1.1,192.168.1.239,17,53,32953,0,0,2,2
192.168.1.1,192.168.1.239,17,53,32954,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33004,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33006,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33009,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33013,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33100,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33101,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33108,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33109,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33110,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33115,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33131,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33133,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33134,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33140,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33147,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33201,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33209,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33210,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33211,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33212,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33213,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33217,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33218,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33225,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33227,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33231,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33239,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33240,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33241,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33245,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33251,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33259,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33265,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33266,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33267,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33268,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33269,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33272,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33276,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33280,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33281,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33323,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33332,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33344,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33346,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33357,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33360,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33391,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33405,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33408,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33411,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33422,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33434,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33442,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33445,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33447,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33452,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33457,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33458,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33460,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33461,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33462,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33465,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33466,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33467,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33470,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33474,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33475,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33476,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33477,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33479,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33485,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33491,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33494,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33495,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33497,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33498,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33500,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33502,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33512,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33515,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33517,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33527,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33539,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33542,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33558,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33559,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33568,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33571,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33581,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33591,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33602,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33603,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33604,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33605,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33608,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33609,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33611,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33613,0,0,4,4
192.168.1.1,192.168.1.239,17,53,33615,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33617,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33619,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33624,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33628,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33629,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33636,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33645,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33648,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33650,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33651,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33653,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33654,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33655,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33663,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33665,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33668,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33670,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33674,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33680,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33685,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33686,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33692,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33696,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33699,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33707,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33714,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33724,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33734,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33735,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33744,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33750,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33763,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33764,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33766,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33770,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33777,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33784,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33792,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33794,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33802,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33809,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33810,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33816,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33817,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33821,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33823,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33827,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33836,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33842,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33846,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33849,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33853,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33854,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33861,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33865,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33874,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33876,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33880,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33882,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33885,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33895,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33897,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33899,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33947,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33956,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33965,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33967,0,0,3,3
192.168.1.1,192.168.1.239,17,53,33972,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33978,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33993,0,0,2,2
192.168.1.1,192.168.1.239,17,53,33994,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34047,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34048,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34062,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34063,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34068,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34070,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34074,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34077,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34081,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34084,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34087,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34092,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34098,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34179,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34180,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34186,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34195,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34201,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34206,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34216,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34217,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34301,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34303,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34307,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34319,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34320,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34323,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34325,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34328,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34329,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34330,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34336,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34342,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34347,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34402,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34410,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34414,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34420,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34422,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34426,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34427,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34428,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34429,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34432,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34435,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34436,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34440,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34443,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34445,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34448,0,0,4,4
192.168.1.1,192.168.1.239,17,53,34450,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34451,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34454,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34458,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34460,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34461,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34472,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34473,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34474,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34476,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34477,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34500,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34501,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34503,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34505,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34517,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34518,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34520,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34528,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34536,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34541,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34544,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34545,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34550,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34553,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34555,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34558,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34559,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34561,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34562,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34563,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34568,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34572,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34574,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34575,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34577,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34585,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34586,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34588,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34589,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34592,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34595,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34598,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34599,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34609,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34610,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34611,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34613,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34614,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34615,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34618,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34619,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34620,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34621,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34630,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34631,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34632,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34633,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34634,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34635,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34636,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34637,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34639,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34642,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34644,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34647,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34648,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34649,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34655,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34658,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34660,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34662,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34663,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34667,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34669,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34670,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34671,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34676,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34679,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34683,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34685,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34691,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34695,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34696,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34701,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34703,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34705,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34706,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34709,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34710,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34717,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34729,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34737,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34744,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34750,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34753,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34755,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34758,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34761,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34766,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34770,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34772,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34779,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34782,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34786,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34788,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34789,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34794,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34796,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34798,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34799,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34804,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34806,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34807,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34811,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34815,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34817,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34819,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34826,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34827,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34830,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34835,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34838,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34841,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34843,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34844,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34848,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34851,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34852,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34866,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34869,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34871,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34877,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34878,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34880,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34882,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34883,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34884,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34888,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34889,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34890,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34894,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34901,0,0,4,4
192.168.1.1,192.168.1.239,17,53,34904,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34908,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34910,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34913,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34915,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34917,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34922,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34926,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34928,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34929,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34933,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34935,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34939,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34955,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34960,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34966,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34967,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34972,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34975,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34978,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34990,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34992,0,0,3,3
192.168.1.1,192.168.1.239,17,53,34996,0,0,2,2
192.168.1.1,192.168.1.239,17,53,34999,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35095,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35096,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35246,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35256,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35271,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35274,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35287,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35376,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35378,0,0,3,3
192.168.1.1,192.168.1.239,17,53,35385,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35398,0,0,3,3
192.168.1.1,192.168.1.239,17,53,35399,0,0,3,3
192.168.1.1,192.168.1.239,17,53,35400,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35401,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35403,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35404,0,0,2,2
192.168.1.1,192.168.1.239,17,53,35405,0,0,2,2
