 srcIp, dstIp, ipProto, srcPort, dstPort,srcMac, dstMac, ethType, protocol
192.168.1.156,89.30.121.150,6,37461,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37463,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37465,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37467,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37471,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37472,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37474,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37476,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37478,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37479,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37480,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37481,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37483,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37485,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37486,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37488,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37494,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37497,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37499,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37590,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37623,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37624,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37628,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37630,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37632,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37633,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37635,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37637,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37702,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37705,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37707,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37709,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37711,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37712,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37716,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37718,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37723,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37801,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37803,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37806,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37808,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37822,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37828,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37839,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37840,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37843,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37845,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37851,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37853,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37854,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37855,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37904,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37910,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37911,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37914,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37918,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37924,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37925,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37931,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37938,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37941,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37966,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37967,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37973,80,0,0,2,2
192.168.1.156,89.30.121.150,6,37974,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38001,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38004,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38008,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38012,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38016,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38024,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38029,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38032,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38040,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38046,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38047,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38050,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38051,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38057,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38062,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38064,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38066,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38067,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38069,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38073,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38076,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38077,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38080,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38083,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38088,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38090,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38091,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38094,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38095,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38097,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38098,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38101,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38102,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38104,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38105,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38108,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38112,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38119,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38121,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38122,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38125,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38126,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38129,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38132,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38135,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38139,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38142,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38143,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38144,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38148,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38155,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38156,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38159,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38162,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38164,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38166,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38167,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38169,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38171,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38173,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38179,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38180,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38182,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38183,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38186,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38187,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38192,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38193,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38197,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38210,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38211,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38214,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38215,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38222,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38224,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38225,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38229,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38231,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38234,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38235,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38237,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38241,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38242,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38245,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38247,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38251,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38255,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38257,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38258,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38264,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38265,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38272,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38275,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38276,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38289,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38290,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38293,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38297,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38302,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38303,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38307,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38308,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38316,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38318,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38320,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38321,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38325,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38327,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38328,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38331,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38332,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38335,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38342,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38344,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38345,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38347,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38353,80,0,0,2,2
192.168.1.156,89.30.121.150,6,38354,80,0,0,2,2
