 srcIp, dstIp, ipProto, srcPort, dstPort,srcMac, dstMac, ethType, protocol
192.168.1.1,192.168.1.156,17,53,33921,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33933,0,0,3,3
192.168.1.1,192.168.1.156,17,53,33934,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33935,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33942,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33948,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33975,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33977,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33986,0,0,2,2
192.168.1.1,192.168.1.156,17,53,33988,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34082,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34103,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34104,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34105,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34119,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34125,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34140,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34141,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34160,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34173,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34177,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34197,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34211,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34215,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34229,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34234,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34238,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34248,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34253,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34258,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34260,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34261,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34291,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34302,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34304,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34309,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34312,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34317,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34332,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34333,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34342,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34347,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34351,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34355,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34358,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34360,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34368,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34370,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34379,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34402,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34407,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34411,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34422,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34435,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34437,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34438,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34449,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34469,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34479,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34480,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34489,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34497,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34510,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34524,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34526,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34530,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34534,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34546,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34554,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34557,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34566,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34572,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34579,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34586,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34587,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34591,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34594,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34595,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34597,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34620,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34624,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34632,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34638,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34653,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34659,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34662,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34666,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34668,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34671,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34684,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34750,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34762,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34772,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34781,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34783,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34785,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34787,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34789,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34792,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34901,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34911,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34925,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34931,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34935,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34938,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34960,0,0,3,3
192.168.1.1,192.168.1.156,17,53,34967,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34973,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34987,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34989,0,0,2,2
192.168.1.1,192.168.1.156,17,53,34998,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35315,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35316,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35405,0,0,3,3
192.168.1.1,192.168.1.156,17,53,35428,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35430,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35435,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35441,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35455,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35458,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35462,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35490,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35506,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35515,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35521,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35525,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35546,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35552,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35555,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35558,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35562,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35567,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35575,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35578,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35580,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35581,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35593,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35595,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35615,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35616,0,0,3,3
192.168.1.1,192.168.1.156,17,53,35672,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35679,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35682,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35683,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35685,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35689,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35719,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35721,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35730,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35751,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35753,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35755,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35758,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35760,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35773,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35774,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35775,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35779,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35785,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35798,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35799,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35820,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35826,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35828,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35855,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35879,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35890,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35896,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35967,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35971,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35987,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35988,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35989,0,0,2,2
192.168.1.1,192.168.1.156,17,53,35992,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36064,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36069,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36071,0,0,3,3
192.168.1.1,192.168.1.156,17,53,36077,0,0,3,3
192.168.1.1,192.168.1.156,17,53,36081,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36095,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36096,0,0,3,3
192.168.1.1,192.168.1.156,17,53,36188,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36721,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36734,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36735,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36745,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36747,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36755,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36758,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36763,0,0,3,3
192.168.1.1,192.168.1.156,17,53,36764,0,0,3,3
192.168.1.1,192.168.1.156,17,53,36778,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36787,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36792,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36795,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36803,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36827,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36846,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36852,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36854,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36886,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36894,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36904,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36906,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36915,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36920,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36922,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36928,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36930,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36937,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36947,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36952,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36955,0,0,3,3
192.168.1.1,192.168.1.156,17,53,36958,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36969,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36970,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36975,0,0,2,2
192.168.1.1,192.168.1.156,17,53,36990,0,0,3,3
192.168.1.1,192.168.1.156,17,53,36992,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37121,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37136,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37145,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37148,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37157,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37159,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37162,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37163,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37178,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37191,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37199,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37259,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37262,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37270,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37279,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37280,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37383,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37384,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37390,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37394,0,0,3,3
192.168.1.1,192.168.1.156,17,53,37711,0,0,3,3
192.168.1.1,192.168.1.156,17,53,37716,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37717,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37722,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37726,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37728,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37906,0,0,2,2
192.168.1.1,192.168.1.156,17,53,37907,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38002,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38009,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38104,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38117,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38132,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38138,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38252,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38254,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38395,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38399,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38457,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38458,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38467,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38470,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38481,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38485,0,0,3,3
192.168.1.1,192.168.1.156,17,53,38495,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38499,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38580,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38589,0,0,3,3
192.168.1.1,192.168.1.156,17,53,38590,0,0,2,2
192.168.1.1,192.168.1.156,17,53,38911,0,0,3,3
192.168.1.1,192.168.1.156,17,53,39200,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39201,0,0,3,3
192.168.1.1,192.168.1.156,17,53,39203,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39303,0,0,3,3
192.168.1.1,192.168.1.156,17,53,39308,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39320,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39322,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39333,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39337,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39443,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39447,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39450,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39584,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39787,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39788,0,0,2,2
192.168.1.1,192.168.1.156,17,53,39795,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40307,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40318,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40322,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40413,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40419,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40428,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40437,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40444,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40445,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40459,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40765,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40770,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40771,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40778,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40784,0,0,2,2
192.168.1.1,192.168.1.156,17,53,40799,0,0,2,2
192.168.1.1,192.168.1.156,17,53,41003,0,0,2,2
192.168.1.1,192.168.1.156,17,53,41008,0,0,2,2
192.168.1.1,192.168.1.156,17,53,41013,0,0,3,3
192.168.1.1,192.168.1.156,17,53,41016,0,0,2,2
192.168.1.1,192.168.1.156,17,53,41027,0,0,2,2
192.168.1.1,192.168.1.156,17,53,41028,0,0,2,2
192.168.1.1,192.168.1.156,17,53,41038,0,0,2,2
