 srcIp, dstIp, ipProto, srcPort, dstPort,srcMac, dstMac, ethType, protocol
192.168.1.211,192.168.1.168,17,10040,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10041,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10042,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10043,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10044,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10045,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10046,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10047,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10048,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10049,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1005,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10050,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10051,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10052,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10053,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10054,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10055,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10056,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10057,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10058,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10059,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1006,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10060,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10061,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10062,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10063,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10064,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10065,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10066,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10067,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10068,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10069,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1007,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10070,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10071,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10072,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10073,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10074,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10075,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10076,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10077,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10078,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10079,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1008,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10080,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10081,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10082,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10083,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10084,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10085,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10086,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10087,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10088,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10089,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1009,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10090,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10091,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10092,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10093,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10094,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10095,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10096,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10097,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10098,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10099,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,101,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,1010,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10100,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10101,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10102,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10103,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10104,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10105,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10106,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10107,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10108,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10109,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1011,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10110,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10111,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10112,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10113,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10114,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10115,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10116,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10117,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10118,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10119,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1012,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10120,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10121,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10122,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10123,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10124,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10125,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10126,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10127,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10128,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10129,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1013,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10130,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10131,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10132,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10133,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10134,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10135,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10136,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10137,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10138,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10139,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1014,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10140,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10141,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10142,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10143,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10144,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10145,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10146,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10147,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10148,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10149,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1015,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10150,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10151,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10152,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10153,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10154,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10155,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10156,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10157,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10158,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10159,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1016,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10160,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10161,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10162,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10163,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10164,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10165,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10166,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10167,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10168,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10169,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1017,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10170,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10171,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10172,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10173,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10174,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10175,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10176,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10177,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10178,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10179,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1018,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10180,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10181,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10182,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10183,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10184,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10185,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10186,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10187,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10188,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10189,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1019,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10190,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10191,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10192,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10193,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10194,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10195,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10196,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10197,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10198,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10199,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,102,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,1020,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10200,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10201,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10202,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10203,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10204,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10205,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10206,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10207,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10208,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10209,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1021,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10210,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10211,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10212,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10213,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10214,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10215,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10216,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10217,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10218,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10219,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1022,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10220,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10221,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10222,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10223,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10224,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10225,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10226,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10227,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10228,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10229,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1023,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10230,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10231,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10232,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10233,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10234,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10235,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10236,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10237,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10238,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10239,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1024,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10240,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10241,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10242,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10243,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10244,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10245,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10246,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10247,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10248,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10249,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1025,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10250,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10251,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10252,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10253,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10254,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10255,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10256,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10257,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10258,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10259,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1026,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10260,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10261,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10262,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10263,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10264,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10265,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10266,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10267,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10268,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10269,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1027,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10270,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10271,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10272,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10273,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10274,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10275,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10276,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10277,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10278,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10279,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1028,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10280,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10281,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10282,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10283,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10284,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10285,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10286,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10287,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10288,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10289,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1029,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10290,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10291,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10292,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10293,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10294,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10295,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10296,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10297,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10298,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10299,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,103,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,1030,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10300,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10301,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10302,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10303,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10304,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10305,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10306,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10307,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10308,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10309,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1031,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10310,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10311,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10312,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10313,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10314,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10315,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10316,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10317,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10318,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10319,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1032,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10320,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10321,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10322,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10323,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10324,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10325,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10326,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10327,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10328,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10329,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1033,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10330,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10331,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10332,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10333,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10334,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10335,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10336,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10337,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10338,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10339,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1034,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10340,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10341,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10342,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10343,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10344,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10345,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10346,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10347,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10348,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10349,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1035,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10350,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10351,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10352,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10353,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10354,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10355,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10356,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10357,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10358,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10359,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1036,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10360,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10361,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10362,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10363,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10364,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10365,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10366,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10367,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10368,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10369,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1037,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10370,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10371,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10372,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10373,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10374,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10375,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10376,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10377,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10378,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,10379,3179,0,0,4,4
192.168.1.211,192.168.1.168,17,1038,3179,0,0,3,3
192.168.1.211,192.168.1.168,17,10380,3179,0,0,4,4
